"02/04/2014 21:48:10","1327","Daniel Webster College","40","College","Closed Wednesday","",""," ","."," ","Daniel Webster College",
"02/04/2014 21:48:10","1329","Eastern Nazarene College","40","College","Closed Wednesday and Evening Classes","",""," ","."," ","Eastern Nazarene College",
"02/04/2014 21:48:10","2363","Fine Mortuary College, Norwood","40","College","Closed Wednesday","",""," ","."," ","",
"02/04/2014 21:48:10","2133","Gordon-Conwell, Boston","40","College","Boston Campus - Closed Wednesday","No Evening Classes",""," ","."," ","Gordon-Conwell, Boston",
"02/04/2014 21:48:10","2165","Harvard Univ. Extension School","40","College","No Wednesday MORNING classes","",""," ","."," ","Harvard Univ. Extension School",
"02/04/2014 21:48:10","1346","Hebrew College","40","College","Closed Wednesday","",""," ","."," ","Hebrew College",
"02/04/2014 21:48:10","1347","Hellenic College","40","College","Closed Wednesday","",""," ","."," ","Hellenic College",
"02/04/2014 21:48:10","1350","Laboure College, Dorchester","40","College","Closed","",""," ","."," ","Laboure College, Dorchester",
"02/04/2014 21:48:10","1924","Mass. Maritime","40","College","Reopen Thursday a.m.","",""," ","."," ","",
"02/04/2014 21:48:10","1362","Massasoit Community College","40","College","Wednesday-No Day Classes and Activities","",""," ","."," ","Massasoit Community College",
"02/04/2014 21:48:10","1359","MCPHS University-Boston","40","College","Closed Wednesday","",""," ","."," ","Mass. College of Pharmacy, Boston",
"02/04/2014 21:48:10","1821","MCPHS University-Manchester NH","40","College","Closed Wednesday","",""," ","."," ","",
"02/04/2014 21:48:10","1377","MCPHS University-Worcester","40","College","Closed- Wednesday","",""," ","."," ","Mass. College of Pharmacy, Worcester",
"02/04/2014 21:48:10","1603","MGH Institute of Health Professions","40","College","Closed","",""," ","."," ","MGH Institute of Health Professions",
"02/04/2014 21:48:10","1371","N.E. College of Optometry","40","College","Closed Wednesday","",""," ","."," ","N.E. College of Optometry",
"02/04/2014 21:48:10","1381","Northeastern University","40","College","Closed","No day or evening classes",""," ","."," ","Northeastern University",
"02/04/2014 21:48:10","1384","Pine Manor College","40","College","Closed","",""," ","."," ","Pine Manor College",
"02/04/2014 21:48:10","2443","Quinsigamond Community College","40","College","Closed","Day classes and activities cancelled",""," ","."," ","",
"02/04/2014 21:48:10","1360","Southern N.H. Univ., Salem Center","40","College","Wednesday No Advantage Classes Closed","No Day Classes",""," ","."," ","Southern New Hampshire Univ., Salem Cntr",
"02/04/2014 21:48:10","1400","Suffolk University","40","College","Opening late: 11 a.m.","",""," ","."," ","Suffolk University",
"02/04/2014 21:48:10","1506","Tufts Univ. Health Sciences Campus","40","College","Closed Wednesday","",""," ","."," ","Tufts Univ. Health Sciences Campus",
"02/04/2014 21:48:10","1402","Tufts Univ. Sch. of Veterinary Med.","40","College","Closed Wednesday","",""," ","."," ","Tufts Univ. Sch. of Veterinary Med.",
"02/04/2014 21:48:10","1401","Tufts University","40","College","Closed Wednesday","",""," ","."," ","Tufts University",
"02/04/2014 21:48:10","1407","University of New Hampshire","40","College","Closed at 4AM Wednesday","",""," ","."," ","University of New Hampshire",
"02/04/2014 21:48:10","1531","W.P.I","40","College","No daytime classes","",""," ","."," ","W.P.I., Southborough",
"02/04/2014 21:48:10","2462","Bay State School of Technology","50","Special","Closed","No Day Classes",""," ","."," ","",
"02/04/2014 21:48:10","2617","St. Coletta's Day School","50","Special","Closed","",""," ","."," ","",
"02/04/2014 21:48:10","2625","Parker Professional Driving School","60","Other","Closed","",""," ","."," ","",
"02/04/2014 21:48:10","1419","Beth El Temple Center, Belmont","80","Religious","Wednesday","No Religious Education",""," ","."," ","Beth El Temple Center, Belmont",
"02/04/2014 21:48:10","1714","Calvary Chapel, Rockland","80","Religious","Closed","No Evening Activities",""," ","."," ","Calvary Chapel, Rockland",
"02/04/2014 21:48:10","1538","Calvary Christian Church, Lynnfield","80","Religious","No Morning Activities","",""," ","."," ","Calvary Christian Church, Lynnfield",
"02/04/2014 21:48:10","2450","Christ Church in Lowell","80","Religious","Christ Church United in Lowell Has Cancelled Its Pasta and Praise","Program for Wednesday Night",""," ","."," ","",
"02/04/2014 21:48:10","1624","Community Chapel, Nashua","80","Religious","All activities are cancelled for Wednesday","",""," ","."," ","Community Chapel, Nashua",
"02/04/2014 21:48:10","1668","Crossroads Worship Center of Weymouth","80","Religious","Closed Wednesday","No Evening Activities Wednesday",""," ","."," ","Crossroads Worship Center of Weymouth",
"02/04/2014 21:48:10","1586","First Parish, Concord","80","Religious","Closed","No Evening Activities",""," ","."," ","",
"02/04/2014 21:48:10","1122","Heritage Christian School","80","Religious","Closed","",""," ","."," ","",
"02/04/2014 21:48:10","1490","Holden Chapel","80","Religious","Closed","No Evening Activities",""," ","."," ","",
"02/04/2014 21:48:10","1504","Holy Tabernacle Church, Dorchester","80","Religious","Closed WEDNESDAY","No Bible Study",""," ","."," ","",
"02/04/2014 21:48:10","2317","Holy Tabernacle Church Randolph","80","Religious","Holy Tabernacle-Randolph","No Evening Classes",""," ","."," ","",
"02/04/2014 21:48:10","2142","Our Lady of Good Voyage,Gloucester","80","Religious","Closed on Wednesday","No Religious Education",""," ","."," ","Our Lady of Good Voyage,Gloucester",
"02/04/2014 21:48:10","2528","Our Lady of the Lake Parish Leominster","80","Religious","Closed","No Religious Education",""," ","."," ","",
"02/04/2014 21:48:10","1839","Sacred Heart Church, Lexington","80","Religious","Closed","No Religious Services",""," ","."," ","",
"02/04/2014 21:48:10","1648","St. Bridget, Lexington","80","Religious","Closed","No Religious Services",""," ","."," ","St. Bridget, Lexington",
"02/04/2014 21:48:10","2609","Sainte Anne Salem","80","Religious","Closed","No Religious Services",""," ","."," ","",
"02/04/2014 21:48:10","2340","St Ann by the Sea, Marshfield","80","Religious","","No Religious Education",""," ","."," ","",
"02/04/2014 21:48:10","1456","St. Rose, Topsfield","80","Religious","Closed","No Religious Education",""," ","."," ","St. Rose, Topsfield",
"02/04/2014 21:48:10","2179","Temple Beth Shalom, Peabody","80","Religious","Closed","No Day Classes",""," ","."," ","Temple Beth Shalom, Peabody",
"02/04/2014 21:48:10","1635","Temple Emanu-El, Haverhill","80","Religious","Closed","No Religious Education",""," ","."," ","Temple Emanu-El, Haverhill",
"02/04/2014 21:48:10","1940","Temple Ner Tamid","80","Religious","Closed","No Religious Education",""," ","."," ","",
